source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"2,322112",2.3.2.2.1.1.2,Amorçage,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,crossLink,Inverts,2.3.2.2.1.1.4,Leurre,0.78,"Le leurre attire d'abord par une offre prometteuse puis la dégrade ou la remplace, alors que le ce-n'est-pas-tout part d'une offre faible puis l'améliore.",bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,crossLink,IsRelatedTo,2.3.2.2.1.1.2,Amorçage,0.55,"Comme l'amorçage, la technique modifie la perception d'une offre au cours de l'échange, mais sans nécessairement cacher un coût décisif.",bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,crossLink,IsRelatedTo,2.3.2.2.1.1,Escalade d'engagement,0.48,"Elle appartient aux techniques d'influence séquentielle, mais ne repose pas forcément sur une acceptation préalable ni sur des demandes croissantes.",bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,crossLink,Leverages,2,Influence,0.82,La technique exploite une manipulation de la présentation temporelle de l'offre plutôt qu'une justification rationnelle de sa valeur.,bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,AIF_skosDirectRef,,PositiveConsequences_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322113",2.3.2.2.1.1.3,Ce-n'est-pas-tout,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322114",2.3.2.2.1.1.4,Leurre,crossLink,IsRelatedTo,2.3.2.2.1.1.2,Amorçage,0.78,"Both involve securing acceptance under misleading conditions, but amorçage hides dissuasive details whereas leurre substitutes the promised offer.",
"2,322114",2.3.2.2.1.1.4,Leurre,crossLink,Inverts,2.3.2.2.1.1.3,Ce-n'est-pas-tout,0.72,"Leurre begins with an attractive offer then worsens or switches it, while ce-n'est-pas-tout begins unattractively then improves the offer.",
"2,322114",2.3.2.2.1.1.4,Leurre,crossLink,Leverages,2.3.2.2.1.1,Escalade d'engagement,0.7,"The bait creates an initial commitment or investment that makes the later, less favorable request easier to accept.",
"2,322114",2.3.2.2.1.1.4,Leurre,crossLink,Leverages,2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,0.65,"In many bait-and-switch cases, the switch exploits the audience's reluctance to waste time, travel, or effort already invested.",
"2,322114",2.3.2.2.1.1.4,Leurre,AIF_skosDirectRef,,PositiveConsequences_Inference,,,skos:broadMatch,
"2,322114",2.3.2.2.1.1.4,Leurre,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,crossLink,Leverages,4,Erreur de raisonnement,0.82,The sunk-cost fallacy rests on incoherent practical reasoning: irrecoverable past costs are treated as reasons for further investment.,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,crossLink,Leverages,2,Influence,0.68,It persuades by exploiting aversion to loss and regret rather than by showing that continued investment is rational.,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,crossLink,IsRelatedTo,1,Insuffisance,0.55,Past investment is insufficient by itself to establish that additional investment is justified.,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,AIF_skosDirectRef,,Waste_Inference,,,skos:closeMatch,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:closeMatch,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,AIF_skosExceptionRef,,AlternativeMeans_Conflict,,,skos:closeMatch,
"2,3221141",2.3.2.2.1.1.4.1,Sophisme des coûts irrécupérables,AIF_skosExceptionRef,,OppositeConsequences_Conflict,,,skos:closeMatch,
"2,32212",2.3.2.2.1.2,Engagement induit,crossLink,Leverages,2.3.2.2.1,Engagement,0.9,Engagement induit relies on the general mechanism of inducing the audience to assume a commitment or responsibility.,
"2,32212",2.3.2.2.1.2,Engagement induit,crossLink,Mirrors,2.3.2.2.1.1,Escalade d'engagement,0.7,"Both use progressive involvement, though escalation of engagement specifically concerns increasingly larger requests.",
"2,32212",2.3.2.2.1.2,Engagement induit,crossLink,Leverages,2.3.2.2.1.2.4,Étiquetage,0.55,"The example partly works by attributing agreement and reliability to the interlocutor, a mild form of labelling.",
"2,32212",2.3.2.2.1.2,Engagement induit,crossLink,IsRelatedTo,2,Influence,0.75,It is a manipulative influence technique aimed at securing assent rather than offering independent justification.,
"2,32212",2.3.2.2.1.2,Engagement induit,AIF_skosDirectRef,,Commitment_Inference,,,skos:broadMatch,
"2,32212",2.3.2.2.1.2,Engagement induit,AIF_skosDirectRef,,Gradualism_Inference,,,skos:broadMatch,
"2,322121",2.3.2.2.1.2.1,Crainte puis soulagement,crossLink,IsRelatedTo,2,Influence,0.85,La technique relève clairement de l’influence manipulatoire plutôt que de la persuasion rationnelle.,
"2,322121",2.3.2.2.1.2.1,Crainte puis soulagement,crossLink,IsRelatedTo,2.3.2.2.1.2,Engagement induit,0.78,Elle vise comme l’engagement induit à rendre l’interlocuteur plus réceptif et plus susceptible d’adhérer à une proposition.,
"2,322121",2.3.2.2.1.2.1,Crainte puis soulagement,crossLink,Mirrors,2.3.2.2.1.2.1.1,Porte-au-nez,0.68,"Comme la porte-au-nez, elle crée un contraste initial désagréable puis une phase plus acceptable qui facilite l’acquiescement.",
"2,322121",2.3.2.2.1.2.1,Crainte puis soulagement,AIF_skosDirectRef,,FearAppeal_Inference,,,skos:broadMatch,
"2,322121",2.3.2.2.1.2.1,Crainte puis soulagement,AIF_skosExceptionRef,,IrrationalFearAppeal_Conflict,,,skos:broadMatch,
"2,3221211",2.3.2.2.1.2.1.1,Porte-au-nez,crossLink,Leverages,2.3.2.2.1.2.1,Crainte puis soulagement,0.72,The excessive first request sets up a relief/contrast effect when the smaller request is presented.,bad_map:skos:relatedMatch
"2,3221211",2.3.2.2.1.2.1.1,Porte-au-nez,crossLink,IsRelatedTo,2,Influence,0.86,Door-in-the-face is a compliance tactic that manipulates acceptance rather than providing stronger reasons.,bad_map:skos:relatedMatch
"2,3221211",2.3.2.2.1.2.1.1,Porte-au-nez,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,crossLink,Leverages,2.3.2.2.1.2,Engagement induit,0.78,The polite opening functions as a small social engagement that increases receptivity to the subsequent request.,bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,crossLink,IsRelatedTo,2,Influence,0.72,It is a compliance-gaining influence tactic that works through interpersonal rapport rather than evidential support.,bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,crossLink,Mirrors,2.3.2.2.1.2.6,Toucher,0.56,"Both use a peripheral interpersonal cue—verbal politeness here, physical contact there—to make a request more acceptable.",bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,crossLink,IsRelatedTo,2.3.2.2.1.2.4,Étiquetage,0.52,"Polite attention may overlap with flattering or positive characterization, but it need not explicitly assign qualities to the interlocutor.",bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,AIF_skosDirectRef,,Ethotic_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322122",2.3.2.2.1.2.2,Pied-dans-la-bouche,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,crossLink,IsRelatedTo,2.3.2.2.1.2,Engagement induit,0.86,Hypocrisie induite is a subtype of induced commitment: it pressures the interlocutor to align conduct with a stated commitment.,
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,crossLink,Mirrors,2.3.2.2.1.2.3.1,Pied-dans-la-mémoire,0.78,Both rely on a gap between endorsed norms and contrary behavior; pied-dans-la-mémoire adds the prior validation step.,
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,crossLink,Mirrors,2.3.2.2.1.2.4,Étiquetage,0.55,"Étiquetage elicits compliance by attributing a positive identity, while hypocrisy induction pressures consistency with an already claimed identity or discourse.",
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,crossLink,IsRelatedTo,2,Influence,0.72,The technique is an influence tactic aimed at changing behavior through social-psychological pressure rather than purely evidential persuasion.,
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,AIF_skosDirectRef,,InconsistentCommitment_Inference,,,skos:closeMatch,
"2,322123",2.3.2.2.1.2.3,Hypocrisie induite,AIF_skosExceptionRef,,Commitment_Conflict,,,skos:closeMatch,
"2,3221231",2.3.2.2.1.2.3.1,Pied-dans-la-mémoire,crossLink,Leverages,2.3.2.2.1.2.3,Hypocrisie induite,0.86,The tactic relies on induced hypocrisy by activating a prior commitment or inconsistency to pressure compliance.,
"2,3221231",2.3.2.2.1.2.3.1,Pied-dans-la-mémoire,crossLink,IsRelatedTo,2,Influence,0.72,It is primarily a persuasive influence technique rather than a purely evidential argument.,
"2,3221231",2.3.2.2.1.2.3.1,Pied-dans-la-mémoire,AIF_skosDirectRef,,Commitment_Inference,,,skos:closeMatch,
"2,3221231",2.3.2.2.1.2.3.1,Pied-dans-la-mémoire,AIF_skosDirectRef,,InconsistentCommitment_Inference,,,skos:closeMatch,
"2,322124",2.3.2.2.1.2.4,Étiquetage,crossLink,Leverages,2.3.2.2.1.2,Engagement induit,0.86,Étiquetage induces compliance by creating or reinforcing an identity-based commitment to act consistently.,
"2,322124",2.3.2.2.1.2.4,Étiquetage,crossLink,Mirrors,2.3.2.2.1.2.3,Hypocrisie induite,0.68,"Both rely on pressure for consistency, but étiquetage projects a desirable identity whereas hypocrisie induite exposes inconsistency.",
"2,322124",2.3.2.2.1.2.4,Étiquetage,crossLink,IsRelatedTo,2.3.2.2.1.2.2,Pied-dans-la-bouche,0.55,"Both soften a request through interpersonal framing, though politeness/attention and identity-labeling are distinct mechanisms.",
"2,322124",2.3.2.2.1.2.4,Étiquetage,AIF_skosDirectRef,,Ethotic_Inference,,,skos:closeMatch,
"2,322124",2.3.2.2.1.2.4,Étiquetage,AIF_skosDirectRef,,Commitment_Inference,,,skos:closeMatch,
"2,322125",2.3.2.2.1.2.5,Appel à la liberté,crossLink,Leverages,2.3.2.2.1.2,Engagement induit,0.86,The technique works as a compliance/commitment device: stressing freedom lowers resistance and can make acceptance feel self-chosen.,
"2,322125",2.3.2.2.1.2.5,Appel à la liberté,crossLink,Leverages,2,Influence,0.78,It is an influence tactic aimed at increasing agreement through psychological framing rather than by adding probative reasons.,
"2,322125",2.3.2.2.1.2.5,Appel à la liberté,crossLink,Mirrors,2.3.2.2.1.2.5.1,Un-peu-c'est-mieux-que-rien,0.55,"Both soften perceived pressure or cost of compliance, though one stresses freedom of refusal while the other minimizes the requested contribution.",
"2,322125",2.3.2.2.1.2.5,Appel à la liberté,AIF_skosDirectRef,,Preference_Scheme,,,skos:broadMatch,
"2,322125",2.3.2.2.1.2.5,Appel à la liberté,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:broadMatch,
"2,3221251",2.3.2.2.1.2.5.1,Un-peu-c'est-mieux-que-rien,crossLink,Leverages,2.3.2.2.1.2.5,Appel à la liberté,0.86,"La tactique réduit la pression en laissant explicitement le choix d'une contribution même minime, ce qui relève de l'appel à la liberté.",
"2,3221251",2.3.2.2.1.2.5.1,Un-peu-c'est-mieux-que-rien,crossLink,IsRelatedTo,2,Influence,0.64,Elle vise surtout à obtenir l'adhésion par une incitation persuasive plutôt qu'à établir la vérité d'une thèse.,
"2,3221251",2.3.2.2.1.2.5.1,Un-peu-c'est-mieux-que-rien,AIF_skosDirectRef,,PositiveConsequences_Inference,,,skos:closeMatch,
"2,3221251",2.3.2.2.1.2.5.1,Un-peu-c'est-mieux-que-rien,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:closeMatch,
"2,322126",2.3.2.2.1.2.6,Toucher,crossLink,Leverages,2.3.2.2.1.2,Engagement induit,0.78,Le toucher est une technique d’influence visant à accroître subtilement l’adhésion ou l’engagement du destinataire.,
"2,322126",2.3.2.2.1.2.6,Toucher,crossLink,Mirrors,2.3.2.2.1.2.2,Pied-dans-la-bouche,0.62,"Comme le pied-dans-la-bouche, il utilise un signal interpersonnel positif périphérique plutôt qu’une raison argumentative.",
"2,322126",2.3.2.2.1.2.6,Toucher,crossLink,IsRelatedTo,2,Influence,0.86,Il relève clairement de l’influence persuasive non rationnelle plutôt que de la justification argumentative.,
"2,322126",2.3.2.2.1.2.6,Toucher,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"2,322126",2.3.2.2.1.2.6,Toucher,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"2,322127",2.3.2.2.1.2.7,Piège de gratitude,crossLink,IsRelatedTo,2,Influence,0.86,Le piège de gratitude est une technique d'influence affective qui persuade par culpabilité plutôt que par raisons.,
"2,322127",2.3.2.2.1.2.7,Piège de gratitude,crossLink,Leverages,2.3.2.2.1.2,Engagement induit,0.62,La culpabilité d'ingratitude peut amener la personne à maintenir ou renforcer son engagement dans une situation défavorable.,
"2,322127",2.3.2.2.1.2.7,Piège de gratitude,crossLink,Mirrors,2.3.2.2.1.2.4,Étiquetage,0.5,"Comme l'étiquetage, il exploite une identité attribuée ou redoutée, par exemple être reconnaissant plutôt qu'ingrat, pour obtenir l'assentiment.",
"2,322127",2.3.2.2.1.2.7,Piège de gratitude,AIF_skosDirectRef,,Commitment_Inference,,,skos:broadMatch,
"2,322127",2.3.2.2.1.2.7,Piège de gratitude,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"2,3222",2.3.2.2.2,Perturbation-recadrage,crossLink,Allows,2.3.2.2,Prise de contrôle,0.74,The perturbation followed by reframing creates an opening for behavioural control without rational deliberation.,
"2,3222",2.3.2.2.2,Perturbation-recadrage,crossLink,Leverages,2,Influence,0.78,The tactic relies on manipulative influence rather than providing reasons sufficient to convince.,
"2,3222",2.3.2.2.2,Perturbation-recadrage,crossLink,Mirrors,2.3.2.2.5,Ingénierie sociale (sécurité),0.58,"It structurally parallels social-engineering tactics by using psychological destabilization to induce compliance, though not necessarily for security breaches.",
"2,3222",2.3.2.2.2,Perturbation-recadrage,crossLink,Leverages,5,Abus de langage,0.55,The reframing phase can exploit linguistic presentation to make the same request appear more acceptable.,
"2,3222",2.3.2.2.2,Perturbation-recadrage,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"2,3223",2.3.2.2.3,Persistance,crossLink,IsRelatedTo,2.3.2.2,Prise de contrôle,0.9,Persistence is a specific control tactic aimed at inducing behavior rather than engaging the audience’s reasons.,
"2,3223",2.3.2.2.3,Persistance,crossLink,IsRelatedTo,2,Influence,0.75,Repetitive messaging functions as influence or manipulation when it substitutes pressure for rational persuasion.,
"2,3223",2.3.2.2.3,Persistance,crossLink,IsRelatedTo,1,Insuffisance,0.45,Mere repetition of the same claim can mask that no additional sufficient support has been provided.,
"2,3223",2.3.2.2.3,Persistance,AIF_skosDirectRef,,Dialogue_Scheme,,,skos:broadMatch,
"2,3224",2.3.2.2.4,Appel au dernier effort,crossLink,Leverages,2.3.2.2.1,Engagement,0.82,L'appel au dernier effort induit l'accord en faisant peser sur l'interlocuteur une responsabilité décisive dans l'achèvement du projet.,bad_map:skos:relatedMatch
"2,3224",2.3.2.2.4,Appel au dernier effort,crossLink,IsRelatedTo,2.3.2.2,Prise de contrôle,0.72,"Il s'agit d'une technique de prise de contrôle comportementale, orientant l'auditoire vers l'aide demandée plutôt que vers une évaluation rationnelle complète.",bad_map:skos:relatedMatch
"2,3224",2.3.2.2.4,Appel au dernier effort,crossLink,IsRelatedTo,2,Influence,0.66,Le procédé relève de l'influence persuasive en cadrant la demande comme l'ultime étape nécessaire pour obtenir l'adhésion.,bad_map:skos:relatedMatch
"2,3224",2.3.2.2.4,Appel au dernier effort,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,3224",2.3.2.2.4,Appel au dernier effort,AIF_skosDirectRef,,Waste_Inference,,,skos:relatedMatch,bad_map:skos:relatedMatch
"2,3225",2.3.2.2.5,Ingénierie sociale (sécurité),crossLink,IsRelatedTo,2.3.2.2,Prise de contrôle,0.9,L’ingénierie sociale est une forme de prise de contrôle comportementale sans recours à la délibération rationnelle.,
"2,3225",2.3.2.2.5,Ingénierie sociale (sécurité),crossLink,Leverages,2.3.2.2.1,Engagement,0.75,Elle peut exploiter l’engagement en amenant la victime à assumer une responsabilité ou un rôle induit.,
"2,3225",2.3.2.2.5,Ingénierie sociale (sécurité),crossLink,Leverages,2.3.2.2.2,Perturbation-recadrage,0.7,Elle peut utiliser la déstabilisation puis le recadrage pour rendre une demande sensible plus acceptable.,
"2,3225",2.3.2.2.5,Ingénierie sociale (sécurité),crossLink,Leverages,2.3.2.2.3,Persistance,0.6,Elle peut recourir à la répétition insistante pour obtenir obéissance ou divulgation.,
"2,3225",2.3.2.2.5,Ingénierie sociale (sécurité),AIF_skosDirectRef,,Ethotic_Inference,,,skos:broadMatch,
