PK,path,decimal_path,depth,Famille,Sous-Famille,Sous-sous-famille,état,carte,niveau,nom_vulgarisé,text_fr,LTfr,Simple_name_en,text_en,LTen,link_fr,link_en,desc_fr,Lfr115,example_fr,Lxfr145,desc_en,Len115,example_en,Lxen145,Simple_name_Farsi,Text_Farsi,LTFarsi,link_Farsi,Description_Farsi,Len115,Example_Farsi,Lxen145,Remarques,latin,exemple politique,political_example_en,proverbe,+liens transverses,type lien transverse,shape,image,svg_color,svg_illustration
157,2.1.1,"2,11",3,Influence,"Procédé
rhétorique","Langage
persuasif","Jesse OK
",2,,,"Langage
persuasif",17,,Loaded language,15,https://en.wikipedia.org/wiki/Loaded_language,,Vous vous exprimez de manière à imposer implicitement les termes du débat.,74,"À votre avis, les élites, responsables de cette situation, peuvent-elles nous en sortir ?",89,Expressing oneself in a manner which subrepticely sets the debating framework.,78,Can the elites fix the situation they put us in?,48,,,0,,,0,,0,,,,,,,,circle,géant qui verse son fardeau,,
158,2.1.1.1,"2,111",4,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Argument par la question,24,,Argument by question,20,http://www.don-lindsay-archive.org/skeptic/arguments.html#question,http://www.don-lindsay-archive.org/skeptic/arguments.html#question,"Vous soumettez à votre contradicteur une interrogation à laquelle il n'existe pas de réponse aisée, l'obligeant ainsi à se montrer simpliste ou prolixe dans son développement.",175,,0,"Asking an opponent a question which lives the contestor with choice between appearing
weak or long-winded.",106,,,,,0,,,0,,,,,,,,,,circle,,,
159,2.1.1.1.1,"2,1111",5,Influence,"Procédé
rhétorique","Langage
persuasif","Jesse OK
",2,,,Question piège,14,,Trick question,14,https://fr.wikipedia.org/wiki/Plurium_interrogationum,https://en.wikipedia.org/wiki/Complex_question,Vous interrogez votre contradicteur en mentionnant des faits dont vous souhaitez que l'auditoire les tienne pour acquis.,120,Avez-vous arrêté de martyriser votre chien ?,44,Asking a question that presumes facts one wants to convince an audience of.,75,Have you stopped tormenting your dog?,37,,,0,,,0,,0,ben: j'aime bien l'exemple des poils de la tortue (voir proverbe),Plurium interrogationum,,,Les poils de la tortue sont-ils durs ou sont-ils mous ? Le fils de la  femme stérile est-il malade ou bien portant ?,,,circle,diable dans la boîte,,
160,2.1.1.1.1.1,"2,11111",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Question rhétorique,19,,Rhetorical question,19,,http://www.don-lindsay-archive.org/skeptic/arguments.html#rhetorical_question,"Vous soumettez à votre auditoire une interrogation à laquelle il convient de ne pas apporter de réponse, tant cette dernière est censée être évidente.",150,Quand reverserons-nous leurs pensions à nos vétérans ?,54,Asking a question in order to generate a particular answer.,59,,,,,0,,,0,,,Doublon avec n° 269 : supprimer une des deux entrées ?,,,,,,,circle,,,
161,2.1.1.1.2,"2,1112",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Question multiple,17,,Compound question,17,,https://en.wikipedia.org/wiki/Double-barreled_question,Vous soumettez à votre contradicteur une interrogation portant sur plusieurs sujets distincts semblant n'attendre qu'une seule réponse.,135,Etes-vous d'accord que les voitures devraient être plus sûres et plus rapides ?,79,"Asking a question that touches upon more than one issue, yet allows only for one answer",87,,,,,0,,,0,,,,,,,,,,circle,,,
162,2.1.1.1.3,"2,1113",5,Influence,"Procédé
rhétorique","Langage
persuasif","Jesse OK
",1,2,,"Fausse
alternative",18,,Alternative advance,19,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/16/Alternative-Advance,Vous présentez un choix entre deux propositions qui mènent au même résultat.,76,Pile je gagne. Face tu perds.,29,"Pretending to offer an alternative, whereas its terms lead to essentially similar results.",90,"Do you have a few minutes to spare, or should I call you in an hour?",68,,,0,,,0,,0,suprebe exemple (ben),,,,Choisir entre la peste ou le choléra.,,,circle,pendu et guillotine,,
163,2.1.1.2,"2,112",4,Influence,"Procédé
rhétorique","Langage
persuasif",ok,,,,Pétition de principe,20,,Begging the question,20,https://fr.wikipedia.org/wiki/P%C3%A9tition_de_principe,https://en.wikipedia.org/wiki/Begging_the_question,Vous présupposez les conclusions que votre raisonnement est censé prouver.,74,"Mieux vaut avoir un chat plutôt qu'un chien, car les chats sont de meilleurs animaux de compagnie.",98,Proving a proposition with an argumentation that takes it for granted.,70,"Owning a cat is better than owning a dog, because cats are the best pets.",,,,0,,,0,,,,petitio principii,Vous devez voter pour nous : notre parti est celui qui vous représente le mieux.,"Vote for us, because our party best represents you.",,4.1.1,,circle,,,
164,2.1.1.3,"2,113",4,Influence,"Procédé
rhétorique","Langage
persuasif","Jesse OK
",2,,,"Définition
persuasive",21,,Persuasive definition,21,,https://en.wikipedia.org/wiki/Persuasive_definition,Vous déterminez de manière partiale certains des termes sur lesquels repose votre argumentation.,96,"Cet homme est un athée, quelqu'un qui n'a pas été touché par la grâce de Dieu.",78,Using a biased definition of some of the terms of the debate.,61,Let's define 'atheist' as someone who doesn't yet realize that God exists.,74,,,0,,,0,,0,,,,,,5.1.2.3,,circle,,,
165,2.1.1.3.1,"2,1131",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Mots fourbes,12,,Weasel word,11,,https://en.wikipedia.org/wiki/Weasel_word,Les termes que vous employez donnent à dessein une apparence de précision à un discours pourtant on ne peut plus vague.,119,"""Je vous ai compris !""",22,"Using words that create an impression that a specific or meaningful statement has been made, when instead it was only a vague or ambiguous claim.",145,,,,,0,,,0,,,,,,,,,,circle,,,
166,2.1.1.3.2,"2,1132",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Langage idiosyncratique,23,,Idiosyncratic language,22,,http://www.ditext.com/fearnside/51.html,"Vous attribuez à certains des termes que vous employez un sens particulier, plus ou moins éloigné de leur acception habituelle.",127,Ce sont des monstres impérialistes et bourgeois. ,49,"Charging words with meanings different from, and sometimes opposite to, the usual range of the words in their conventional contexts.",132,,,,,0,,,0,,,,,,,,1.3.1.3.1,,circle,,,
167,2.1.1.3.2.1,"2,11321",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Élément de langage,18,,Talking points,14,https://fr.wikipedia.org/wiki/Élément_de_langage,https://en.wikipedia.org/wiki/Talking_point,"Votre argumentation s'appuie sur des formules toutes faites, déjà porteuses en elles-mêmes d'un sens qui dépasse leur acception première.",137,Ce pays a besoin d'une direction stable et forte. ,50,Repeatedly using succinct statements designed to support persuasively one side taken on an issue.,97,,,,,0,,,0,,,,,,,,,,circle,,,
168,2.1.1.3.2.2,"2,11322",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Double langage,14,,Double speak,12,,https://en.wikipedia.org/wiki/Doublespeak,Vous déformez à dessein le sens de certains des termes que vous utilisez de manière à ce que votre discours n'exprime pas réellement ce que vous êtes en train de dire.,167,Nous allons dégraisser le mammouth,34,"Using language that deliberately obscures, disguises, distorts, or reverses the meaning of words, in order to not express what it seems.",136,Downsizing = layoffs,,,,0,,,0,,,,,,,,,,circle,,,
169,2.1.1.3.2.3,"2,11323",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Jargon corporate,16,,Corporate jargon,16,,https://en.wikipedia.org/wiki/Corporate_jargon,Vous employez des termes propres au monde de l'entreprise et du management qui nuisent à la compréhension de votre discours.,124,On n'avancera qu'en capitalisant  sur ce leverage. ,51,"Using a terminology specific to a professional milieu, thus increasing the opacity of  language.",96,,,,,0,,,0,,,,,,,,,,circle,,,
170,2.1.1.3.2.4,"2,11324",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Jargon scientifique,19,,Technobabble,12,,http://rationalwiki.org/wiki/Technobabble,"Afin d'impressionner votre auditoire, vous ponctuez de termes très techniques un discours qui s'en passerait aisément.",118,Le bouclier anti gravitationnel provoque le mouvement de l'aimant. ,67,Decorating your argument with glittery scientific words which are not related to any scientific reality.,104,,,,,0,,,0,,,,,,,"If you can't dazzle them with brilliance, baffle them with bullshit. —anon",,,circle,,,
171,2.1.1.3.2.5,"2,11325",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Buzzword,8,,Buzzword,8,https://fr.wikipedia.org/wiki/Buzzword,,"Vous employez un vocable à la mode désignant une nouveauté (technologie, produit, concept) afin de rendre votre discours plus séduisant.",136,La médecine douce coûte tellement moins cher au contribuable. ,62,"Using popular, catchy words or phrases to support you argument.",63,,,,,0,,,0,,,,,,,,,,circle,,,
172,2.1.1.3.2.6,"2,11326",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Confusion sans retour,21,,One-way hash,12,,http://rationalwiki.org/wiki/One-way_hash_argument,Vous énoncez une proposition efficace mais malhonnête contre laquelle il est difficile d'argumenter succintement.,113,,0,Making a simple yet typically dishonest assertion that is difficult and time consuming for an opponent to rebut.,112,,,,,0,,,0,,,"lien t question difficile, lien t renversement charge de la preuve",,,,,,,circle,,,
173,2.1.1.4,"2,114",4,Influence,"Procédé
rhétorique","Langage
persuasif","Jesse OK
",1,2,,"Poncif
anticritique",19,,Thought-terminating cliché,26,https://fr.wikipedia.org/wiki/Thought-terminating_cliché,https://en.wikipedia.org/wiki/Clich%C3%A9#Thought-terminating_clich.C3.A9,Vous utilisez des clichés accrocheurs pour court-circuiter toute réflexion argumentée.,86,Ne cherche pas plus loin: c'est la vie avec ses joies et ses peines.,68,"Using catchy truisms to shortcut reflexion, critical thought or discussion.",75,"We must apply zero-tolerance policy on children too, because he whos steals an egg steals an ox.",96,,,0,,,0,,0,,,,,"Qui vole un oeuf, vole un boeuf.",,,circle,slogan,,
174,2.1.1.4.1,"2,1141",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Appel au slogan,15,,Argument by slogan,18,,http://www.don-lindsay-archive.org/skeptic/arguments.html#slogan,"Afin de convaincre votre auditoire, vous employez en guise d'argument une formule concise et accrocheuse.",105,Mieux  vaut mort que rouge. ,28,Using a slogan for its concision and efficacy to support one's argument.,72,,,,,0,,,0,,,,,,,,,,circle,,,
175,2.1.1.4.2,"2,1142",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Petite phrase,13,,Punchy line,11,https://fr.wikipedia.org/wiki/Petite_phrase,,"Afin de convaincre votre auditoire, vous citez un bref extrait de discours public censé marquer les esprits.",108,"Même quand je ne dis rien, cela fait du bruit"" (Ségolène Royal, 2006)",69,Supporting an argument by quoting punchy lines.,47,,,,,0,,,0,,,,,,,,,,circle,,,
176,2.1.1.4.3,"2,1143",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Pensée cliché,13,,Cliché thinking,15,,http://www.don-lindsay-archive.org/skeptic/arguments.html#cliche,"Vous employez en guise d'argument un dicton, à vos yeux incontestable.",70,Les immigrés ne comprennent rien à la politesse.,48,"Using as evidence a well-known wise saying, as if that is proven, or as if it has no exceptions.
",97,,,,,0,,,0,,,,,,,,1.1.3.4,,circle,,,
177,2.1.1.4.4,"2,1144",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Technique du carpaccio,22,,Carpaccio technique,19,https://cortecs.org/materiel/scenarisation-de-linformation-la-technique-du-carpaccio/,,"Afin de rendre votre argumentation plus séduisante, vous l'insérez dans une trame narrative.",92,"Le président, après s'être rendu sur les lieux du drame, a déclaré se rendre auprès des responsables syndicaux. ",112,Presenting an argument in a carefully crafted scenario in order to make it more attractive.,91,,,,,0,,,0,,,,,,,,,,circle,,,
178,2.1.1.5,"2,115",4,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Preuve par intimidation,23,,Proof by intimidation,21,,https://en.wikipedia.org/wiki/Proof_by_intimidation,"Vous argumentez de manière à ce que votre auditoire, impressionné ou convaincu de son infériorité en la matière, accepte d'emblée votre discours.",145,,0,"Using language in an intimidating manner, in order to force the audience's agreement.",85,,,,,0,,,0,,,Lien t argument d'autorité,,,,,,,circle,,,
179,2.1.1.5.1,"2,1151",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Preuve par le jargon prestigieux,32,,Proof by prestigious jargon,27,,http://www.don-lindsay-archive.org/skeptic/arguments.html#jargon,Vous employez à dessein des termes complexes propres à intimider votre auditoire.,81,Tout ceci est encore une conséquence du champs quantique. ,58,Using prestigious  jargon in order to impress your audience.,60,,,,,0,,,0,,,,,,,,,,circle,,,
180,2.1.1.5.1.1,"2,11511",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Preuve par le latin,19,,Proof by Latin,14,,"http://rationalwiki.org/wiki/Quidquid_latine_dictum_sit,_altum_videtur",Vous employez à dessein des locutions latines propres à intimider votre auditoire.,82,,0,Impressing an audience with the use of Latin phrases.,53,,,,,0,,,0,,,,"Quidquid_latine_dictum_sit,_altum_videtur",,,,,,,,,
1005,2.1.1.5.1.2,"2,11512",6,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,La soupe alphabétique,21,,Alphabet Soup,13,,http://utminers.utep.edu/omwilliamson/ENGL1311/fallacies.htm#6,,0,,0,,0,,,,,0,,,0,,,,,,,,,,,,,
181,2.1.1.5.2,"2,1152",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Preuve par les grands nombres,29,,Proof by large numbers,22,,http://www.ditext.com/fearnside/17.html,Vous étayez votre argumentation de données chiffrées colossales afin d'impressionner votre auditoire.,101,Les 150 000 femmes qui ont déjà acheté ce parfum ne peuvent pas se tromper. ,76,Impressing an audience with the use of large numbers.,53,,,,,0,,,0,,,"Définition imprécise parceque j'hésite entre l'effet impressionant/intimidant du nombre comme le suggère la  famille / sous-famille, et l'argument par la quantité, où ce n'est pas le nombre en soi qui convainc, mais la quantité de personnes qui soutiennent etc... comme décrit dans le lien. En tous cas, lien t argument de la majorité.",,,,,,,circle,,,
182,2.1.1.5.3,"2,1153",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Appel au charabia,17,,Argument by gibberish,21,,http://www.don-lindsay-archive.org/skeptic/arguments.html#gibberish,"Votre discours, embrouillé et peu intelligible, s'appuie sur un langage prétendument savant censé intimider votre auditoire.",124,L'émergence de la conscience dépend de l'esprit holographique qui se réfléchit en nous. ,88,You argue with formulations which seem intelligent but bear no meaning at all.,78,,,,,0,,,0,,,,,,,"""Each autonomous individual emerges holographically within egoless ontological consciousness as a non-dimensional geometric point within the transcendental thought-wave matrix.""",,,circle,,,
183,2.1.1.5.4,"2,1154",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Effet impact,12,,Impact,6,https://cortecs.org/materiel/leffet-impact/,,Vous employez à dessein des mots dont la connotation peut influer sur votre auditoire.,86,L'armée a bien procédé à une frappe chirurgicale lors d'une incursion pour laquelle aucune perte collatérale n'a été à déplorer. ,129,"Choisong formulations for tjheir impact on the audience, independently from their explicit meaning.",99,,,,,0,,,0,,,L'effet impact c'est jouer sur connotation vs dénotation. C'est beaucoup plus général que intimlidation. LA conotation mérite une sous-famile à part entière.RH2TORIQUE > LANGUAGE CHARG2 > CONNOTATION.,,,,,,,circle,,,
184,2.1.1.5.5,"2,1155",5,Influence,"Procédé
rhétorique","Langage
persuasif",,,,,Effet puits,11,,"Sinkhole argument
",18,https://cortecs.org/materiel/leffet-puits/,,"Vous vous exprimez en des termes creux et pompeux de manière à ce que votre discours soit parfaitement vide, tout en donnant l'illusion d'être profond.",151,"« Considérant la conjoncture actuelle, il est nécessaire de prendre en compte chacune des problématiques déjà en notre possession, afin de pouvoir prendre les mesures indispensables pour y répondre pertinemment. »",213,"Using pompous formulations that are so empty that, although they mean nothing, provide anyone with what they want to hear.
",123,,,,,0,,,0,,,,,,,,,,circle,,,
